month,house_type,furniture,size,popularity,is_hot
2023-04,中户型,衣柜,平开门定制 2.4m,77,0
2023-04,中户型,书桌,1.2m 带书架,70,0
2023-04,大户型,沙发,L型组合 3.5m+,72,0
2023-04,大户型,沙发床,极少选购,22,0
2023-04,大户型,餐桌,六人位 1.8m+,72,0
2023-04,大户型,床,2.0m 真皮大床,77,0
2023-04,大户型,衣柜,步入式衣帽间,67,0
2023-04,大户型,书桌,1.6m 整木大桌,63,0
2023-05,小户型,沙发,双人位 1.6-1.8m,83,0
2023-05,小户型,沙发床,多功能折叠 1.5m,91,1
2023-05,小户型,餐桌,伸缩款 0.9-1.4m,88,1
2023-05,小户型,床,1.5m 矮床带储物,76,0
2023-05,小户型,衣柜,入墙式定制 2.0m,72,0
2023-05,小户型,书桌,折叠壁挂 0.8m,69,0
2023-05,中户型,沙发,三人位+贵妃 2.8m,80,0
2023-05,中户型,沙发床,抽拉式 1.8m,65,0
2023-05,中户型,餐桌,四人位 1.4m,75,0
2023-05,中户型,床,1.8m 实木床,82,0
2023-05,中户型,衣柜,平开门定制 2.4m,76,0
2023-05,中户型,书桌,1.2m 带书架,70,0
2023-05,大户型,沙发,L型组合 3.5m+,74,0
2023-05,大户型,沙发床,极少选购,23,0
2023-05,大户型,餐桌,六人位 1.8m+,69,0
2023-05,大户型,床,2.0m 真皮大床,74,0
2023-05,大户型,衣柜,步入式衣帽间,66,0
2023-05,大户型,书桌,1.6m 整木大桌,63,0
2023-06,小户型,沙发,双人位 1.6-1.8m,83,0
2023-06,小户型,沙发床,多功能折叠 1.5m,90,1
2023-06,小户型,餐桌,伸缩款 0.9-1.4m,87,1
2023-06,小户型,床,1.5m 矮床带储物,76,0
2023-06,小户型,衣柜,入墙式定制 2.0m,70,0
2023-06,小户型,书桌,折叠壁挂 0.8m,67,0
2023-06,中户型,沙发,三人位+贵妃 2.8m,78,0
2023-06,中户型,沙发床,抽拉式 1.8m,63,0
2023-06,中户型,餐桌,四人位 1.4m,74,0
2023-06,中户型,床,1.8m 实木床,82,0
2023-06,中户型,衣柜,平开门定制 2.4m,76,0
2023-06,中户型,书桌,1.2m 带书架,70,0
2023-06,大户型,沙发,L型组合 3.5m+,72,0
2023-06,大户型,沙发床,极少选购,20,0
2023-06,大户型,餐桌,六人位 1.8m+,69,0
2023-06,大户型,床,2.0m 真皮大床,75,0
2023-06,大户型,衣柜,步入式衣帽间,67,0
2023-06,大户型,书桌,1.6m 整木大桌,63,0
2023-07,小户型,沙发,双人位 1.6-1.8m,81,0
2023-07,小户型,沙发床,多功能折叠 1.5m,89,1
2023-07,小户型,餐桌,伸缩款 0.9-1.4m,87,1
2023-07,小户型,床,1.5m 矮床带储物,75,0
2023-07,小户型,衣柜,入墙式定制 2.0m,72,0
2023-07,小户型,书桌,折叠壁挂 0.8m,67,0
2023-07,中户型,沙发,三人位+贵妃 2.8m,77,0
2023-07,中户型,沙发床,抽拉式 1.8m,63,0
2023-07,中户型,餐桌,四人位 1.4m,73,0
2023-07,中户型,床,1.8m 实木床,81,0
2023-07,中户型,衣柜,平开门定制 2.4m,77,0
2023-07,中户型,书桌,1.2m 带书架,70,0
2023-07,大户型,沙发,L型组合 3.5m+,73,0
2023-07,大户型,沙发床,极少选购,21,0
2023-07,大户型,餐桌,六人位 1.8m+,68,0
2023-07,大户型,床,2.0m 真皮大床,77,0
2023-07,大户型,衣柜,步入式衣帽间,64,0
2023-07,大户型,书桌,1.6m 整木大桌,63,0
2023-08,小户型,沙发,双人位 1.6-1.8m,84,0
2023-08,小户型,沙发床,多功能折叠 1.5m,89,1
2023-08,小户型,餐桌,伸缩款 0.9-1.4m,87,1
2023-08,小户型,床,1.5m 矮床带储物,74,0
2023-08,小户型,衣柜,入墙式定制 2.0m,71,0
2023-08,小户型,书桌,折叠壁挂 0.8m,69,0
2023-08,中户型,沙发,三人位+贵妃 2.8m,76,0
2023-08,中户型,沙发床,抽拉式 1.8m,65,0
2023-08,中户型,餐桌,四人位 1.4m,72,0
2023-08,中户型,床,1.8m 实木床,80,0
2023-08,中户型,衣柜,平开门定制 2.4m,75,0
2023-08,中户型,书桌,1.2m 带书架,70,0
2023-08,大户型,沙发,L型组合 3.5m+,71,0
2023-08,大户型,沙发床,极少选购,21,0
2023-08,大户型,餐桌,六人位 1.8m+,71,0
2023-08,大户型,床,2.0m 真皮大床,73,0
2023-08,大户型,衣柜,步入式衣帽间,65,0
2023-08,大户型,书桌,1.6m 整木大桌,62,0
2023-09,小户型,沙发,双人位 1.6-1.8m,83,0
2023-09,小户型,沙发床,多功能折叠 1.5m,89,1
2023-09,小户型,餐桌,伸缩款 0.9-1.4m,87,1
2023-09,小户型,床,1.5m 矮床带储物,75,0
2023-09,小户型,衣柜,入墙式定制 2.0m,73,0
2023-09,小户型,书桌,折叠壁挂 0.8m,68,0
2023-09,中户型,沙发,三人位+贵妃 2.8m,79,0
2023-09,中户型,沙发床,抽拉式 1.8m,63,0
2023-09,中户型,餐桌,四人位 1.4m,73,0
2023-09,中户型,床,1.8m 实木床,81,0
2023-09,中户型,衣柜,平开门定制 2.4m,77,0
2023-09,中户型,书桌,1.2m 带书架,70,0
2023-09,大户型,沙发,L型组合 3.5m+,73,0
2023-09,大户型,沙发床,极少选购,21,0
2023-09,大户型,餐桌,六人位 1.8m+,68,0
2023-09,大户型,床,2.0m 真皮大床,76,0
2023-09,大户型,衣柜,步入式衣帽间,66,0
2023-09,大户型,书桌,1.6m 整木大桌,62,0
2023-10,小户型,沙发,双人位 1.6-1.8m,82,0
2023-10,小户型,沙发床,多功能折叠 1.5m,90,1
2023-10,小户型,餐桌,伸缩款 0.9-1.4m,88,1
2023-10,小户型,床,1.5m 矮床带储物,75,0
2023-10,小户型,衣柜,入墙式定制 2.0m,74,0
2023-10,小户型,书桌,折叠壁挂 0.8m,68,0
2023-10,中户型,沙发,三人位+贵妃 2.8m,79,0
2023-10,中户型,沙发床,抽拉式 1.8m,64,0
2023-10,中户型,餐桌,四人位 1.4m,75,0
2023-10,中户型,床,1.8m 实木床,81,0
2023-10,中户型,衣柜,平开门定制 2.4m,76,0
2023-10,中户型,书桌,1.2m 带书架,72,0
2023-10,大户型,沙发,L型组合 3.5m+,75,0
2023-10,大户型,沙发床,极少选购,21,0
2023-10,大户型,餐桌,六人位 1.8m+,68,0
2023-10,大户型,床,2.0m 真皮大床,76,0
2023-10,大户型,衣柜,步入式衣帽间,66,0
2023-10,大户型,书桌,1.6m 整木大桌,64,0
2023-11,小户型,沙发,双人位 1.6-1.8m,82,0
2023-11,小户型,沙发床,多功能折叠 1.5m,92,1
2023-11,小户型,餐桌,伸缩款 0.9-1.4m,88,1
2023-11,小户型,床,1.5m 矮床带储物,76,0
2023-11,小户型,衣柜,入墙式定制 2.0m,73,0
2023-11,小户型,书桌,折叠壁挂 0.8m,68,0
2023-11,中户型,沙发,三人位+贵妃 2.8m,79,0
2023-11,中户型,沙发床,抽拉式 1.8m,66,0
2023-11,中户型,餐桌,四人位 1.4m,75,0
2023-11,中户型,床,1.8m 实木床,82,0
2023-11,中户型,衣柜,平开门定制 2.4m,79,0
2023-11,中户型,书桌,1.2m 带书架,70,0
2023-11,大户型,沙发,L型组合 3.5m+,76,0
2023-11,大户型,沙发床,极少选购,22,0
2023-11,大户型,餐桌,六人位 1.8m+,69,0
2023-11,大户型,床,2.0m 真皮大床,75,0
2023-11,大户型,衣柜,步入式衣帽间,67,0
2023-11,大户型,书桌,1.6m 整木大桌,65,0
2023-12,小户型,沙发,双人位 1.6-1.8m,84,0
2023-12,小户型,沙发床,多功能折叠 1.5m,94,1
2023-12,小户型,餐桌,伸缩款 0.9-1.4m,90,1
2023-12,小户型,床,1.5m 矮床带储物,76,0
2023-12,小户型,衣柜,入墙式定制 2.0m,72,0
2023-12,小户型,书桌,折叠壁挂 0.8m,70,0
2023-12,中户型,沙发,三人位+贵妃 2.8m,81,0
2023-12,中户型,沙发床,抽拉式 1.8m,65,0
2023-12,中户型,餐桌,四人位 1.4m,73,0
2023-12,中户型,床,1.8m 实木床,82,0
2023-12,中户型,衣柜,平开门定制 2.4m,78,0
2023-12,中户型,书桌,1.2m 带书架,72,0
2023-12,大户型,沙发,L型组合 3.5m+,76,0
2023-12,大户型,沙发床,极少选购,22,0
2023-12,大户型,餐桌,六人位 1.8m+,72,0
2023-12,大户型,床,2.0m 真皮大床,78,0
2023-12,大户型,衣柜,步入式衣帽间,66,0
2023-12,大户型,书桌,1.6m 整木大桌,65,0
2024-01,小户型,沙发,双人位 1.6-1.8m,84,0
2024-01,小户型,沙发床,多功能折叠 1.5m,94,1
2024-01,小户型,餐桌,伸缩款 0.9-1.4m,92,1
2024-01,小户型,床,1.5m 矮床带储物,76,0
2024-01,小户型,衣柜,入墙式定制 2.0m,73,0
2024-01,小户型,书桌,折叠壁挂 0.8m,71,0
2024-01,中户型,沙发,三人位+贵妃 2.8m,80,0
2024-01,中户型,沙发床,抽拉式 1.8m,65,0
2024-01,中户型,餐桌,四人位 1.4m,77,0
2024-01,中户型,床,1.8m 实木床,82,0
2024-01,中户型,衣柜,平开门定制 2.4m,79,0
2024-01,中户型,书桌,1.2m 带书架,73,0
2024-01,大户型,沙发,L型组合 3.5m+,74,0
2024-01,大户型,沙发床,极少选购,22,0
2024-01,大户型,餐桌,六人位 1.8m+,73,0
2024-01,大户型,床,2.0m 真皮大床,77,0
2024-01,大户型,衣柜,步入式衣帽间,68,0
2024-01,大户型,书桌,1.6m 整木大桌,66,0
2024-02,小户型,沙发,双人位 1.6-1.8m,85,0
2024-02,小户型,沙发床,多功能折叠 1.5m,94,1
2024-02,小户型,餐桌,伸缩款 0.9-1.4m,92,1
2024-02,小户型,床,1.5m 矮床带储物,78,0
2024-02,小户型,衣柜,入墙式定制 2.0m,76,0
2024-02,小户型,书桌,折叠壁挂 0.8m,72,0
2024-02,中户型,沙发,三人位+贵妃 2.8m,81,0
2024-02,中户型,沙发床,抽拉式 1.8m,66,0
2024-02,中户型,餐桌,四人位 1.4m,76,0
2024-02,中户型,床,1.8m 实木床,83,0
2024-02,中户型,衣柜,平开门定制 2.4m,79,0
2024-02,中户型,书桌,1.2m 带书架,74,0
2024-02,大户型,沙发,L型组合 3.5m+,76,0
2024-02,大户型,沙发床,极少选购,22,0
2024-02,大户型,餐桌,六人位 1.8m+,73,0
2024-02,大户型,床,2.0m 真皮大床,77,0
2024-02,大户型,衣柜,步入式衣帽间,68,0
2024-02,大户型,书桌,1.6m 整木大桌,66,0
2024-03,小户型,沙发,双人位 1.6-1.8m,86,0
2024-03,小户型,沙发床,多功能折叠 1.5m,97,1
2024-03,小户型,餐桌,伸缩款 0.9-1.4m,93,1
2024-03,小户型,床,1.5m 矮床带储物,77,0
2024-03,小户型,衣柜,入墙式定制 2.0m,75,0
2024-03,小户型,书桌,折叠壁挂 0.8m,72,0
2024-03,中户型,沙发,三人位+贵妃 2.8m,81,0
2024-03,中户型,沙发床,抽拉式 1.8m,68,0
2024-03,中户型,餐桌,四人位 1.4m,76,0
2024-03,中户型,床,1.8m 实木床,83,0
2024-03,中户型,衣柜,平开门定制 2.4m,79,0
2024-03,中户型,书桌,1.2m 带书架,73,0
2024-03,大户型,沙发,L型组合 3.5m+,76,0
2024-03,大户型,沙发床,极少选购,23,0
2024-03,大户型,餐桌,六人位 1.8m+,71,0
2024-03,大户型,床,2.0m 真皮大床,77,0
2024-03,大户型,衣柜,步入式衣帽间,69,0
2024-03,大户型,书桌,1.6m 整木大桌,66,0
2024-04,小户型,沙发,双人位 1.6-1.8m,84,0
2024-04,小户型,沙发床,多功能折叠 1.5m,95,1
2024-04,小户型,餐桌,伸缩款 0.9-1.4m,91,1
2024-04,小户型,床,1.5m 矮床带储物,77,0
2024-04,小户型,衣柜,入墙式定制 2.0m,73,0
2024-04,小户型,书桌,折叠壁挂 0.8m,70,0
2024-04,中户型,沙发,三人位+贵妃 2.8m,81,0
2024-04,中户型,沙发床,抽拉式 1.8m,67,0
2024-04,中户型,餐桌,四人位 1.4m,76,0
2024-04,中户型,床,1.8m 实木床,82,0
2024-04,中户型,衣柜,平开门定制 2.4m,77,0
2024-04,中户型,书桌,1.2m 带书架,72,0
2024-04,大户型,沙发,L型组合 3.5m+,76,0
2024-04,大户型,沙发床,极少选购,23,0
2024-04,大户型,餐桌,六人位 1.8m+,72,0
2024-04,大户型,床,2.0m 真皮大床,77,0
2024-04,大户型,衣柜,步入式衣帽间,68,0
2024-04,大户型,书桌,1.6m 整木大桌,64,0
2024-05,小户型,沙发,双人位 1.6-1.8m,84,0
2024-05,小户型,沙发床,多功能折叠 1.5m,93,1
2024-05,小户型,餐桌,伸缩款 0.9-1.4m,91,1
2024-05,小户型,床,1.5m 矮床带储物,76,0
2024-05,小户型,衣柜,入墙式定制 2.0m,71,0
2024-05,小户型,书桌,折叠壁挂 0.8m,71,0
2024-05,中户型,沙发,三人位+贵妃 2.8m,80,0
2024-05,中户型,沙发床,抽拉式 1.8m,64,0
2024-05,中户型,餐桌,四人位 1.4m,76,0
2024-05,中户型,床,1.8m 实木床,82,0
2024-05,中户型,衣柜,平开门定制 2.4m,79,0
2024-05,中户型,书桌,1.2m 带书架,72,0
2024-05,大户型,沙发,L型组合 3.5m+,75,0
2024-05,大户型,沙发床,极少选购,21,0
2024-05,大户型,餐桌,六人位 1.8m+,72,0
2024-05,大户型,床,2.0m 真皮大床,77,0
2024-05,大户型,衣柜,步入式衣帽间,67,0
2024-05,大户型,书桌,1.6m 整木大桌,65,0
2024-06,小户型,沙发,双人位 1.6-1.8m,81,0
2024-06,小户型,沙发床,多功能折叠 1.5m,92,1
2024-06,小户型,餐桌,伸缩款 0.9-1.4m,88,1
2024-06,小户型,床,1.5m 矮床带储物,74,0
2024-06,小户型,衣柜,入墙式定制 2.0m,71,0
2024-06,小户型,书桌,折叠壁挂 0.8m,71,0
2024-06,中户型,沙发,三人位+贵妃 2.8m,79,0
2024-06,中户型,沙发床,抽拉式 1.8m,66,0
2024-06,中户型,餐桌,四人位 1.4m,74,0
2024-06,中户型,床,1.8m 实木床,80,0
2024-06,中户型,衣柜,平开门定制 2.4m,76,0
2024-06,中户型,书桌,1.2m 带书架,72,0
2024-06,大户型,沙发,L型组合 3.5m+,74,0
2024-06,大户型,沙发床,极少选购,21,0
2024-06,大户型,餐桌,六人位 1.8m+,70,0
2024-06,大户型,床,2.0m 真皮大床,77,0
2024-06,大户型,衣柜,步入式衣帽间,68,0
2024-06,大户型,书桌,1.6m 整木大桌,65,0
2024-07,小户型,沙发,双人位 1.6-1.8m,82,0
2024-07,小户型,沙发床,多功能折叠 1.5m,89,1
2024-07,小户型,餐桌,伸缩款 0.9-1.4m,88,1
2024-07,小户型,床,1.5m 矮床带储物,75,0
2024-07,小户型,衣柜,入墙式定制 2.0m,72,0
2024-07,小户型,书桌,折叠壁挂 0.8m,68,0
2024-07,中户型,沙发,三人位+贵妃 2.8m,79,0
2024-07,中户型,沙发床,抽拉式 1.8m,64,0
2024-07,中户型,餐桌,四人位 1.4m,74,0
2024-07,中户型,床,1.8m 实木床,80,0
2024-07,中户型,衣柜,平开门定制 2.4m,77,0
2024-07,中户型,书桌,1.2m 带书架,70,0
2024-07,大户型,沙发,L型组合 3.5m+,75,0
2024-07,大户型,沙发床,极少选购,22,0
2024-07,大户型,餐桌,六人位 1.8m+,68,0
2024-07,大户型,床,2.0m 真皮大床,75,0
2024-07,大户型,衣柜,步入式衣帽间,65,0
2024-07,大户型,书桌,1.6m 整木大桌,63,0
2024-08,小户型,沙发,双人位 1.6-1.8m,82,0
2024-08,小户型,沙发床,多功能折叠 1.5m,89,1
2024-08,小户型,餐桌,伸缩款 0.9-1.4m,87,1
2024-08,小户型,床,1.5m 矮床带储物,74,0
2024-08,小户型,衣柜,入墙式定制 2.0m,73,0
2024-08,小户型,书桌,折叠壁挂 0.8m,69,0
2024-08,中户型,沙发,三人位+贵妃 2.8m,78,0
2024-08,中户型,沙发床,抽拉式 1.8m,64,0
2024-08,中户型,餐桌,四人位 1.4m,74,0
2024-08,中户型,床,1.8m 实木床,81,0
2024-08,中户型,衣柜,平开门定制 2.4m,78,0
2024-08,中户型,书桌,1.2m 带书架,72,0
2024-08,大户型,沙发,L型组合 3.5m+,73,0
2024-08,大户型,沙发床,极少选购,22,0
2024-08,大户型,餐桌,六人位 1.8m+,71,0
2024-08,大户型,床,2.0m 真皮大床,75,0
2024-08,大户型,衣柜,步入式衣帽间,67,0
2024-08,大户型,书桌,1.6m 整木大桌,65,0
2024-09,小户型,沙发,双人位 1.6-1.8m,82,0
2024-09,小户型,沙发床,多功能折叠 1.5m,90,1
2024-09,小户型,餐桌,伸缩款 0.9-1.4m,90,1
2024-09,小户型,床,1.5m 矮床带储物,76,0
2024-09,小户型,衣柜,入墙式定制 2.0m,73,0
2024-09,小户型,书桌,折叠壁挂 0.8m,70,0
2024-09,中户型,沙发,三人位+贵妃 2.8m,80,0
2024-09,中户型,沙发床,抽拉式 1.8m,63,0
2024-09,中户型,餐桌,四人位 1.4m,75,0
2024-09,中户型,床,1.8m 实木床,82,0
2024-09,中户型,衣柜,平开门定制 2.4m,77,0
2024-09,中户型,书桌,1.2m 带书架,71,0
2024-09,大户型,沙发,L型组合 3.5m+,73,0
2024-09,大户型,沙发床,极少选购,22,0
2024-09,大户型,餐桌,六人位 1.8m+,71,0
2024-09,大户型,床,2.0m 真皮大床,76,0
2024-09,大户型,衣柜,步入式衣帽间,68,0
2024-09,大户型,书桌,1.6m 整木大桌,64,0
2024-10,小户型,沙发,双人位 1.6-1.8m,84,0
2024-10,小户型,沙发床,多功能折叠 1.5m,91,1
2024-10,小户型,餐桌,伸缩款 0.9-1.4m,90,1
2024-10,小户型,床,1.5m 矮床带储物,76,0
2024-10,小户型,衣柜,入墙式定制 2.0m,74,0
2024-10,小户型,书桌,折叠壁挂 0.8m,70,0
2024-10,中户型,沙发,三人位+贵妃 2.8m,80,0
2024-10,中户型,沙发床,抽拉式 1.8m,66,0
2024-10,中户型,餐桌,四人位 1.4m,75,0
2024-10,中户型,床,1.8m 实木床,80,0
2024-10,中户型,衣柜,平开门定制 2.4m,79,0
2024-10,中户型,书桌,1.2m 带书架,73,0
2024-10,大户型,沙发,L型组合 3.5m+,73,0
2024-10,大户型,沙发床,极少选购,23,0
2024-10,大户型,餐桌,六人位 1.8m+,70,0
2024-10,大户型,床,2.0m 真皮大床,77,0
2024-10,大户型,衣柜,步入式衣帽间,68,0
2024-10,大户型,书桌,1.6m 整木大桌,64,0
2024-11,小户型,沙发,双人位 1.6-1.8m,83,0
2024-11,小户型,沙发床,多功能折叠 1.5m,92,1
2024-11,小户型,餐桌,伸缩款 0.9-1.4m,90,1
2024-11,小户型,床,1.5m 矮床带储物,76,0
2024-11,小户型,衣柜,入墙式定制 2.0m,74,0
2024-11,小户型,书桌,折叠壁挂 0.8m,70,0
2024-11,中户型,沙发,三人位+贵妃 2.8m,81,0
2024-11,中户型,沙发床,抽拉式 1.8m,67,0
2024-11,中户型,餐桌,四人位 1.4m,75,0
2024-11,中户型,床,1.8m 实木床,83,0
2024-11,中户型,衣柜,平开门定制 2.4m,79,0
2024-11,中户型,书桌,1.2m 带书架,73,0
2024-11,大户型,沙发,L型组合 3.5m+,75,0
2024-11,大户型,沙发床,极少选购,23,0
2024-11,大户型,餐桌,六人位 1.8m+,72,0
2024-11,大户型,床,2.0m 真皮大床,76,0
2024-11,大户型,衣柜,步入式衣帽间,69,0
2024-11,大户型,书桌,1.6m 整木大桌,66,0
2024-12,小户型,沙发,双人位 1.6-1.8m,84,0
2024-12,小户型,沙发床,多功能折叠 1.5m,94,1
2024-12,小户型,餐桌,伸缩款 0.9-1.4m,93,1
2024-12,小户型,床,1.5m 矮床带储物,77,0
2024-12,小户型,衣柜,入墙式定制 2.0m,76,0
2024-12,小户型,书桌,折叠壁挂 0.8m,74,0
2024-12,中户型,沙发,三人位+贵妃 2.8m,80,0
2024-12,中户型,沙发床,抽拉式 1.8m,65,0
2024-12,中户型,餐桌,四人位 1.4m,77,0
2024-12,中户型,床,1.8m 实木床,84,0
2024-12,中户型,衣柜,平开门定制 2.4m,79,0
2024-12,中户型,书桌,1.2m 带书架,74,0
2024-12,大户型,沙发,L型组合 3.5m+,75,0
2024-12,大户型,沙发床,极少选购,24,0
2024-12,大户型,餐桌,六人位 1.8m+,71,0
2024-12,大户型,床,2.0m 真皮大床,80,0
2024-12,大户型,衣柜,步入式衣帽间,71,0
2024-12,大户型,书桌,1.6m 整木大桌,65,0
2025-01,小户型,沙发,双人位 1.6-1.8m,84,0
2025-01,小户型,沙发床,多功能折叠 1.5m,96,1
2025-01,小户型,餐桌,伸缩款 0.9-1.4m,93,1
2025-01,小户型,床,1.5m 矮床带储物,78,0
2025-01,小户型,衣柜,入墙式定制 2.0m,75,0
2025-01,小户型,书桌,折叠壁挂 0.8m,71,0
2025-01,中户型,沙发,三人位+贵妃 2.8m,82,0
2025-01,中户型,沙发床,抽拉式 1.8m,66,0
2025-01,中户型,餐桌,四人位 1.4m,76,0
2025-01,中户型,床,1.8m 实木床,85,0
2025-01,中户型,衣柜,平开门定制 2.4m,78,0
2025-01,中户型,书桌,1.2m 带书架,74,0
2025-01,大户型,沙发,L型组合 3.5m+,76,0
2025-01,大户型,沙发床,极少选购,24,0
2025-01,大户型,餐桌,六人位 1.8m+,73,0
2025-01,大户型,床,2.0m 真皮大床,79,0
2025-01,大户型,衣柜,步入式衣帽间,70,0
2025-01,大户型,书桌,1.6m 整木大桌,67,0
2025-02,小户型,沙发,双人位 1.6-1.8m,85,0
2025-02,小户型,沙发床,多功能折叠 1.5m,95,1
2025-02,小户型,餐桌,伸缩款 0.9-1.4m,93,1
2025-02,小户型,床,1.5m 矮床带储物,77,0
2025-02,小户型,衣柜,入墙式定制 2.0m,78,0
2025-02,小户型,书桌,折叠壁挂 0.8m,74,0
2025-02,中户型,沙发,三人位+贵妃 2.8m,81,0
2025-02,中户型,沙发床,抽拉式 1.8m,66,0
2025-02,中户型,餐桌,四人位 1.4m,77,0
2025-02,中户型,床,1.8m 实木床,84,0
2025-02,中户型,衣柜,平开门定制 2.4m,80,0
2025-02,中户型,书桌,1.2m 带书架,74,0
2025-02,大户型,沙发,L型组合 3.5m+,77,0
2025-02,大户型,沙发床,极少选购,24,0
2025-02,大户型,餐桌,六人位 1.8m+,73,0
2025-02,大户型,床,2.0m 真皮大床,77,0
2025-02,大户型,衣柜,步入式衣帽间,70,0
2025-02,大户型,书桌,1.6m 整木大桌,66,0
2025-03,小户型,沙发,双人位 1.6-1.8m,85,0
2025-03,小户型,沙发床,多功能折叠 1.5m,98,1
2025-03,小户型,餐桌,伸缩款 0.9-1.4m,94,1
2025-03,小户型,床,1.5m 矮床带储物,78,0
2025-03,小户型,衣柜,入墙式定制 2.0m,76,0
2025-03,小户型,书桌,折叠壁挂 0.8m,73,0
2025-03,中户型,沙发,三人位+贵妃 2.8m,82,0
2025-03,中户型,沙发床,抽拉式 1.8m,67,0
2025-03,中户型,餐桌,四人位 1.4m,79,0
2025-03,中户型,床,1.8m 实木床,83,0
2025-03,中户型,衣柜,平开门定制 2.4m,80,0
2025-03,中户型,书桌,1.2m 带书架,73,0
2025-03,大户型,沙发,L型组合 3.5m+,77,0
2025-03,大户型,沙发床,极少选购,23,0
2025-03,大户型,餐桌,六人位 1.8m+,72,0
2025-03,大户型,床,2.0m 真皮大床,78,0
2025-03,大户型,衣柜,步入式衣帽间,71,0
2025-03,大户型,书桌,1.6m 整木大桌,68,0
2025-04,小户型,沙发,双人位 1.6-1.8m,83,0
2025-04,小户型,沙发床,多功能折叠 1.5m,95,1
2025-04,小户型,餐桌,伸缩款 0.9-1.4m,92,1
2025-04,小户型,床,1.5m 矮床带储物,76,0
2025-04,小户型,衣柜,入墙式定制 2.0m,75,0
2025-04,小户型,书桌,折叠壁挂 0.8m,72,0
2025-04,中户型,沙发,三人位+贵妃 2.8m,84,0
2025-04,中户型,沙发床,抽拉式 1.8m,67,0
2025-04,中户型,餐桌,四人位 1.4m,75,0
2025-04,中户型,床,1.8m 实木床,83,0
2025-04,中户型,衣柜,平开门定制 2.4m,80,0
2025-04,中户型,书桌,1.2m 带书架,75,0
2025-04,大户型,沙发,L型组合 3.5m+,75,0
2025-04,大户型,沙发床,极少选购,22,0
2025-04,大户型,餐桌,六人位 1.8m+,74,0
2025-04,大户型,床,2.0m 真皮大床,79,0
2025-04,大户型,衣柜,步入式衣帽间,69,0
2025-04,大户型,书桌,1.6m 整木大桌,67,0
2025-05,小户型,沙发,双人位 1.6-1.8m,82,0
2025-05,小户型,沙发床,多功能折叠 1.5m,94,1
2025-05,小户型,餐桌,伸缩款 0.9-1.4m,92,1
2025-05,小户型,床,1.5m 矮床带储物,78,0
2025-05,小户型,衣柜,入墙式定制 2.0m,74,0
2025-05,小户型,书桌,折叠壁挂 0.8m,72,0
2025-05,中户型,沙发,三人位+贵妃 2.8m,80,0
2025-05,中户型,沙发床,抽拉式 1.8m,66,0
2025-05,中户型,餐桌,四人位 1.4m,75,0
2025-05,中户型,床,1.8m 实木床,83,0
2025-05,中户型,衣柜,平开门定制 2.4m,78,0
2025-05,中户型,书桌,1.2m 带书架,73,0
2025-05,大户型,沙发,L型组合 3.5m+,77,0
2025-05,大户型,沙发床,极少选购,23,0
2025-05,大户型,餐桌,六人位 1.8m+,72,0
2025-05,大户型,床,2.0m 真皮大床,77,0
2025-05,大户型,衣柜,步入式衣帽间,69,0
2025-05,大户型,书桌,1.6m 整木大桌,66,0
2025-06,小户型,沙发,双人位 1.6-1.8m,86,0
2025-06,小户型,沙发床,多功能折叠 1.5m,92,1
2025-06,小户型,餐桌,伸缩款 0.9-1.4m,92,1
2025-06,小户型,床,1.5m 矮床带储物,77,0
2025-06,小户型,衣柜,入墙式定制 2.0m,75,0
2025-06,小户型,书桌,折叠壁挂 0.8m,73,0
2025-06,中户型,沙发,三人位+贵妃 2.8m,81,0
2025-06,中户型,沙发床,抽拉式 1.8m,66,0
2025-06,中户型,餐桌,四人位 1.4m,75,0
2025-06,中户型,床,1.8m 实木床,84,0
2025-06,中户型,衣柜,平开门定制 2.4m,79,0
2025-06,中户型,书桌,1.2m 带书架,72,0
2025-06,大户型,沙发,L型组合 3.5m+,74,0
2025-06,大户型,沙发床,极少选购,22,0
2025-06,大户型,餐桌,六人位 1.8m+,71,0
2025-06,大户型,床,2.0m 真皮大床,77,0
2025-06,大户型,衣柜,步入式衣帽间,70,0
2025-06,大户型,书桌,1.6m 整木大桌,65,0
